"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","score1","score2","score3","score4","score5"
7,0.17,0.33,6.94,0.034,17,-,0.9934,3.19,0.39,10.6,7,8,8,7,9
8.3,0.21,0.58,19.76,0.049,-,213,1.0006,3.01,0.51,9.3,7,6,6,7,7
7.2,0.21,0.35,16.02,0.048,35,178,0.9982,3.05,0.47,8.9,6,6,4,8,5
7.1,0.21,0.4,1.45,0.069,-,156,0.9928,3.42,0.43,10.6,4,7,5,6,7
8.4,0.17,0.31,12.01,0.038,29,132,0.9945,3.1,0.32,10.6,9,8,9,8,7
7.4,0.24,0.31,8.88,0.045,52,183,0.9963,3.09,0.32,8.8,4,4,6,2,4
5.3,0.24,0.33,7.13,0.033,25,-,0.9906,3.59,0.38,11,9,9,9,9,9
6.5,0.28,0.26,10.85,0.04,-,139,0.9956,3.32,0.37,10.2,6,6,6,4,7
6.3,0.23,0.21,8.60,0.035,29,142,0.9942,3.36,0.33,10.1,8,8,8,9,7
6.5,0.29,0.25,11.96,0.039,32,120,0.9962,3.31,0.34,10.1,6,5,7,6,6
5.8,0.29,0.21,5.96,0.025,-,120,0.9894,3.39,0.79,14,8,8,8,7,7
6.3,0.27,0.25,7.31,0.038,52,-,0.995,3.28,0.38,9.4,6,5,7,5,5
6.3,0.17,0.42,4.09,0.028,45,-,0.9908,3.27,0.43,11.8,5,7,6,4,7
6.3,0.16,0.4,1.60,0.033,59,148,0.9914,3.44,0.53,11.4,3,4,6,3,4
7.9,0.29,0.39,6.79,0.036,6,117,0.9938,3.12,0.42,10.7,4,3,5,4,4
7.3,0.31,0.69,12.61,0.041,58,160,0.9977,3.06,0.45,8.6,6,5,2,3,4
5.5,0.32,0.45,8.70,0.028,25,191,0.9922,3.51,0.49,11.5,8,9,9,8,7
5.2,0.24,0.45,7.97,0.027,-,128,0.992,3.55,0.49,11.2,9,9,9,9,9
7.2,0.37,0.15,5.28,0.029,27,87,0.9903,3.3,0.59,12.6,8,6,8,9,8
6.1,0.29,0.27,5.10,0.024,13,76,0.9893,3.21,0.51,12.6,8,7,9,9,7
9.2,0.22,0.4,2.40,0.054,18,151,0.9952,3.04,0.46,9.3,1,1,3,2,1
7.2,0.37,0.15,6.67,0.029,27,87,0.9903,3.3,0.59,12.6,9,7,7,9,9
8,0.18,0.37,2.77,0.04,15,96,0.9912,3.06,0.61,12.1,6,6,6,5,7
6.5,0.22,0.34,13.89,0.053,55,-,0.9983,3.52,0.44,9.9,6,6,8,5,4
7.4,0.18,0.4,2.34,0.047,22,102,0.9937,3.28,0.44,10.7,5,5,5,4,5
6.5,0.52,0.17,1.40,0.047,5,26,0.9932,3.26,0.32,10,3,2,1,1,1
7,0.15,0.38,9.09,0.047,33,96,0.9928,3.13,0.39,10.4,9,9,9,9,8
5.9,0.415,0.13,1.40,0.04,11,64,0.9922,3.29,0.52,10.5,2,5,4,5,4
8.1,0.45,0.34,8.30,0.037,33,216,0.9976,3.31,0.64,9.7,3,7,3,4,3
5.8,0.415,0.13,1.40,0.04,-,64,0.9922,3.29,0.52,10.5,1,3,2,4,5
6.4,0.5,0.16,12.90,0.042,26,138,0.9974,3.28,0.33,9,3,6,3,5,4
6.7,0.105,0.32,15.74,0.051,34,-,0.998,3.54,0.45,9.2,8,6,5,6,5
6,0.4,0.3,4.09,0.047,-,117,0.9931,3.17,0.48,10.1,7,6,6,6,5
6.6,0.25,0.39,5.93,0.04,-,89,0.9911,3.35,0.4,11.4,9,9,7,7,8
9.8,0.36,0.45,2.19,0.042,11,124,0.9944,2.93,0.46,10.8,5,4,6,4,3
9.6,0.23,0.4,1.50,0.044,19,135,0.9937,2.96,0.49,10.9,4,4,5,4,4
6.3,0.55,0.45,16.14,0.047,-,182,0.9974,3.2,0.46,9.2,7,6,6,5,5
6.5,0.115,0.29,5.62,0.038,73,166,0.989,3.12,0.25,12.9,8,9,9,7,6
6.4,0.125,0.29,10.57,0.042,24,99,0.992,3.23,0.32,12,9,9,8,9,7
5.7,0.1,0.27,1.30,0.047,21,100,0.9928,3.27,0.46,9.5,2,4,4,5,4
7.9,0.25,0.29,9.73,0.031,-,117,0.9918,3.06,0.32,11.8,9,9,8,8,8
6.9,0.2,0.28,3.96,0.048,36,159,0.9936,3.19,0.43,9.1,7,6,6,6,6
6.9,0.23,0.34,6.14,0.047,24,128,0.9944,3.2,0.52,9.7,6,5,8,8,7
6.8,0.39,0.31,14.35,0.043,-,162,0.9988,3.17,0.54,9.1,4,5,6,4,5
8.7,0.22,0.42,2.30,0.053,27,114,0.994,2.99,0.43,10,4,4,5,5,2
7.4,0.41,0.34,4.70,0.042,19,-,0.9953,3.25,0.42,10.4,3,6,3,4,5
6.7,0.25,0.34,14.66,0.048,30,161,0.9986,3.44,0.47,9.5,6,6,6,6,7
6,0.26,0.42,11.43,0.027,-,178,0.9914,3.4,0.4,12.3,9,9,9,9,9
6.1,0.31,0.37,13.57,0.031,70,170,0.9934,3.42,0.4,11.7,9,9,9,9,9
9.2,0.28,0.46,3.20,0.058,-,133,0.996,3.14,0.58,9.5,4,4,4,5,4
9,0.31,0.49,6.90,0.034,26,91,0.9937,2.99,0.34,11.5,3,4,6,3,4
8.5,0.16,0.33,1.51,0.076,17,57,0.9921,3.14,0.46,10.6,5,7,6,6,5
9.3,0.34,0.49,7.30,0.052,30,-,0.998,3.17,0.61,10.2,3,5,3,5,5
9.2,0.28,0.46,3.71,0.058,39,133,0.996,3.14,0.58,9.5,5,3,6,4,4
7.2,0.24,0.3,2.85,0.048,27,131,0.9933,3.25,0.45,10.5,5,3,6,7,4
7.2,0.25,0.32,2.15,0.047,27,132,0.9933,3.26,0.44,10.5,5,3,5,5,5
6.8,0.32,0.18,7.96,0.041,71,223,0.9959,3.14,0.41,8.9,4,4,3,5,6
9.1,0.27,0.32,1.10,0.031,15,151,0.9936,3.03,0.41,10.6,2,5,4,5,5
8.9,0.34,0.32,1.30,0.041,12,188,0.9953,3.17,0.49,9.5,3,4,4,4,3
7,0.17,0.37,6.31,0.025,29,111,0.9938,3.2,0.49,10.8,5,5,6,5,6
6.7,0.25,0.23,7.20,0.038,61,220,0.9952,3.14,0.35,9.5,4,4,6,5,5
6.9,0.32,0.17,8.16,0.042,69,219,0.9959,3.13,0.4,8.9,5,5,5,4,4
6.8,0.32,0.18,7.50,0.041,71,223,0.9959,3.14,0.41,8.9,3,4,4,5,3
6.1,0.6,0,1.30,0.042,24,79,0.9937,3.31,0.38,9.4,2,3,1,3,1
5.3,0.395,0.07,3.80,0.035,26,102,0.992,3.5,0.35,10.6,7,7,5,5,6
7.9,0.16,0.3,4.80,0.037,37,-,0.9967,3.47,0.44,9,1,2,2,2,1
7.6,0.33,0.36,2.10,0.034,26,172,0.9944,3.42,0.48,10.5,1,2,1,3,3
7.8,0.3,0.29,17.36,0.054,23,-,0.9998,3.16,0.38,9,5,5,5,7,4
7.8,0.3,0.29,19.37,0.054,23,135,0.9998,3.16,0.38,9,7,6,6,6,7
5.7,0.26,0.27,7.20,0.201,73.5,189.5,0.9942,3.27,0.38,9.4,7,4,5,5,8
7.8,0.3,0.29,18.67,0.054,23,135,0.9998,3.16,0.38,9,6,6,6,6,5
7.5,0.14,0.34,3.66,0.055,50,153,0.9945,3.29,0.8,9.6,7,6,6,5,5
7.8,0.3,0.29,16.85,0.054,23,135,0.9998,3.16,0.38,9,4,8,7,6,6
6.6,0.25,0.41,11.18,0.043,29,151,0.9946,3.15,0.6,10.2,8,9,7,9,7
5.7,0.26,0.27,6.28,0.201,73.5,-,0.9942,3.27,0.38,9.4,6,6,7,8,7
8.2,0.23,0.49,1.92,0.057,-,73,0.9928,3.07,0.38,10.4,5,7,5,4,7
6,0.24,0.32,6.83,0.03,34,129,0.9946,3.52,0.41,10.4,5,3,4,6,3
6.1,0.45,0.27,3.67,0.039,13,82,0.9927,3.23,0.32,9.5,7,5,3,4,4
7.4,0.23,0.43,3.79,0.044,22,113,0.9938,3.22,0.62,10.6,7,7,5,5,6
7.2,0.2,0.38,1.00,0.037,21,-,0.9918,3.21,0.37,11,3,3,4,2,4
7.5,0.14,0.34,2.63,0.055,50,153,0.9945,3.29,0.8,9.6,6,9,7,6,6
7.7,0.25,0.43,5.93,0.062,-,115,0.9966,3.38,0.5,9.9,6,4,5,5,6
8.2,0.61,0.45,7.15,0.03,-,118,0.9954,3.14,0.34,9.6,6,3,2,2,4
7.6,0.21,0.44,3.11,0.036,10,-,0.9913,3.01,0.7,12.8,5,6,5,7,6
7.4,0.22,0.33,2.00,0.045,31,101,0.9931,3.42,0.55,11.4,4,6,5,4,4
7.2,0.26,0.26,13.88,0.036,49,214,0.9986,3.41,0.5,10,5,6,6,7,4
6.4,0.25,0.41,8.60,0.042,57,-,0.9965,3,0.44,9.1,3,4,2,3,2
6.3,0.32,0.35,14.43,0.039,29,198,0.9984,3.36,0.5,9.4,8,6,7,8,9
6.8,0.25,0.29,4.15,0.042,19,189,0.9952,3.46,0.54,10.2,6,7,5,5,6
9.8,0.44,0.4,2.80,0.036,-,167,0.9956,2.97,0.39,9.2,3,3,4,4,3
7.2,0.2,0.25,5.69,0.044,-,109,0.9949,3.23,0.36,9.4,5,3,6,5,6
8.2,0.61,0.45,5.40,0.03,15,118,0.9954,3.14,0.34,9.6,2,3,3,4,4
7.5,0.42,0.45,10.44,0.029,-,-,0.996,3.12,0.36,10.1,6,5,5,5,5
7.4,0.22,0.33,3.05,0.045,31,101,0.9931,3.42,0.55,11.4,5,4,5,4,5
6.4,0.26,0.3,3.67,0.025,33,-,0.992,3.21,0.47,10.6,6,7,6,6,6
7.9,0.46,0.32,6.25,0.033,40,138,0.9912,3.18,0.44,12.8,7,9,7,8,8
6.5,0.41,0.64,11.80,0.065,65,225,0.9978,3.12,0.51,8.9,3,5,4,5,5
7.5,0.32,0.37,1.20,0.048,-,184,0.9938,3.09,0.43,9.3,3,5,4,5,4
6.6,0.21,0.38,8.14,0.026,40,104,0.9914,3.25,0.4,11.1,9,9,9,9,9
7.1,0.21,0.3,3.27,0.037,45,143,0.9932,3.13,0.33,9.9,6,6,6,6,7
7.6,0.26,0.47,2.47,0.068,5,55,0.9944,3.1,0.45,9.6,5,3,5,4,4
7.6,0.21,0.44,4.17,0.036,10,119,0.9913,3.01,0.7,12.8,6,9,5,7,5
6.9,0.25,0.26,7.49,0.024,36,135,0.9948,3.16,0.72,10.7,7,8,6,7,9
7.1,0.26,0.32,15.94,0.074,-,107,0.998,2.96,0.42,9.2,6,5,6,6,7
7.3,0.22,0.4,17.87,0.042,-,129.5,0.9998,3.36,0.41,9.1,8,8,8,8,8
6.2,0.37,0.22,9.28,0.025,36,-,0.9964,3.33,0.6,9.6,5,6,7,7,7
7.9,0.22,0.45,15.38,0.038,53,141,0.9992,3.03,0.46,9.2,5,5,5,5,6
6.9,0.25,0.26,7.44,0.024,36,135,0.9948,3.16,0.72,10.7,7,8,9,8,8
7.3,0.22,0.4,17.26,0.042,44.5,-,0.9998,3.36,0.41,9.1,7,7,7,8,7
7.1,0.26,0.32,16.92,0.074,29,107,0.998,2.96,0.42,9.2,7,6,7,6,7
7.4,0.25,0.37,12.29,0.02,-,93,0.9939,3,0.48,10.7,9,8,9,9,9
6.8,0.18,0.37,3.18,0.027,37,93,0.992,3.3,0.45,10.8,6,5,4,6,6
7,0.17,0.37,4.11,0.028,-,75,0.9922,3.3,0.46,10.8,7,8,8,8,7
6.4,0.3,0.38,7.80,0.046,-,192,0.9955,3.1,0.37,9,3,4,4,5,5
5,0.33,0.16,2.34,0.049,10,97,0.9917,3.48,0.44,10.7,5,6,7,6,7
5,0.33,0.16,3.42,0.049,10,97,0.9917,3.48,0.44,10.7,6,7,6,7,6
8.9,0.33,0.32,1.50,0.047,11,200,0.9954,3.19,0.46,9.4,3,4,3,5,6
7,0.26,0.46,18.09,0.037,61,-,0.9986,2.94,0.35,8.8,7,6,4,5,7
6.4,0.3,0.38,7.80,0.046,35,-,0.9955,3.1,0.37,9,4,4,5,4,5
6.3,0.21,0.4,4.12,0.031,48,134,0.9917,3.42,0.49,11.5,7,6,7,6,5
8,0.23,0.46,3.58,0.03,30,125,0.9907,3.23,0.47,12.5,6,7,4,5,5
9.2,0.28,0.41,3.23,0.042,-,59,0.9922,2.96,0.25,10.5,6,7,5,7,6
7.3,0.27,0.39,7.50,0.064,28,188,0.9958,3.29,0.3,9.7,5,3,5,5,5
7.6,0.32,0.36,3.39,0.04,32,155,0.993,3.23,0.52,11.3,6,6,4,8,6
5,0.33,0.16,4.41,0.049,10,97,0.9917,3.48,0.44,10.7,7,4,5,4,6
9.7,0.24,0.45,2.05,0.033,11,59,0.9926,2.74,0.47,10.8,5,7,8,6,9
8,0.28,0.42,7.10,0.045,41,169,0.9959,3.17,0.43,10.6,4,4,3,3,5
8.2,0.37,0.36,6.15,0.034,17,93,0.9906,3.04,0.32,11.7,9,9,9,9,9
8,0.61,0.38,12.10,0.301,24,220,0.9993,2.94,0.48,9.2,3,3,3,4,3
7.2,0.26,0.44,12.87,0.027,25,-,0.993,3.02,0.34,11.1,9,9,9,9,9
8.2,0.37,0.36,7.97,0.034,17,93,0.9906,3.04,0.32,11.7,9,9,9,9,9
6.4,0.23,0.33,3.44,0.044,15.5,217.5,0.992,3.33,0.44,11,6,7,4,7,8
5.9,0.4,0.32,9.97,0.034,50,127,0.992,3.51,0.58,12.5,8,6,7,7,8
7.6,0.28,0.39,3.03,0.038,-,115,0.994,3.16,0.67,10,6,5,6,5,5
8,0.28,0.42,7.10,0.045,41,169,0.9959,3.17,0.43,10.6,3,2,4,6,4
7.2,0.23,0.39,6.06,0.033,-,-,0.9908,3.26,0.54,12.3,8,8,8,9,9
6.8,0.32,0.37,5.38,0.023,-,87,0.9902,3.14,0.53,12.7,6,6,7,8,8
7.2,0.23,0.39,5.97,0.033,29,-,0.9908,3.26,0.54,12.3,8,5,8,9,9
6.9,0.18,0.38,7.00,0.039,-,110,0.9943,3.1,0.42,10.5,4,5,5,4,3
9.4,0.26,0.53,4.37,0.047,25,109,0.9921,3.23,0.28,12.5,7,5,5,6,6
8.3,0.33,0.42,1.15,0.033,-,96,0.9911,3.2,0.32,12.4,1,1,1,1,1
7.3,0.29,0.3,15.63,0.043,46,-,0.9986,3.06,0.41,8.7,7,5,7,5,8
7.9,0.41,0.37,10.51,0.03,40,-,0.992,3.17,0.54,12.4,9,9,7,7,9
7.9,0.44,0.37,8.30,0.033,27,93,0.992,3.16,0.54,12.6,7,9,7,9,9
7.7,0.39,0.3,5.34,0.037,-,131,0.9943,3.38,0.44,11,4,7,5,6,4
7.7,0.26,0.31,3.45,0.043,-,155,0.9937,3.42,0.5,10.1,6,5,5,5,8
7.8,0.32,0.31,2.12,0.036,46,195,0.993,3.03,0.48,10.5,4,5,4,5,4
6.8,0.32,0.37,4.89,0.023,19,87,0.9902,3.14,0.53,12.7,6,6,6,7,6
7.3,0.24,0.39,3.98,0.024,35,-,0.9928,3.17,0.51,10.9,4,3,4,3,4
7.1,0.44,0.37,6.26,0.041,35,128,0.9896,3.07,0.43,13.5,8,9,9,7,7
10.3,0.25,0.48,3.09,0.042,-,-,0.998,3.19,0.59,9.7,5,5,2,2,5
7.9,0.14,0.28,3.45,0.041,44,178,0.9954,3.45,0.43,9.2,6,6,7,6,7
7.4,0.18,0.42,5.84,0.036,33,187,0.9938,3.4,0.41,10.6,8,8,9,8,7
8.1,0.43,0.42,10.19,0.033,36,-,0.9918,2.98,0.39,13.3,8,7,7,7,8
7.1,0.44,0.37,6.76,0.041,-,128,0.9896,3.07,0.43,13.5,8,7,8,6,8
6.4,0.26,0.22,5.47,0.037,23,131,0.9944,3.29,0.32,10.1,4,5,4,4,6
8,0.66,0.72,17.55,0.042,62,233,0.9999,2.92,0.68,9.4,1,1,2,1,3
8,0.2,0.4,9.25,0.055,41,167,0.9953,3.18,0.4,10.6,8,7,9,9,8
7.2,0.21,0.34,3.07,0.046,25,-,0.992,3.25,0.4,11.3,6,6,6,7,6
7.2,0.18,0.31,3.92,0.045,20,73,0.9925,3.32,0.4,10.8,7,7,8,8,8
8.4,0.57,0.44,10.70,0.051,-,-,0.9981,3.15,0.51,10.4,3,3,4,4,3
5.3,0.26,0.23,8.05,0.034,48,160,0.9952,3.82,0.51,10.5,7,8,7,6,9
5.7,0.245,0.33,1.10,0.049,28,150,0.9927,3.13,0.42,9.3,3,1,3,3,5
5.6,0.245,0.32,2.98,0.047,24,152,0.9927,3.12,0.42,9.3,6,6,6,7,5
7.3,0.25,0.41,5.18,0.037,-,165,0.9911,3.29,0.39,12.2,8,8,9,7,8
7,0.16,0.73,1.00,0.138,58,150,0.9936,3.08,0.3,9.2,4,3,4,2,4
6.4,0.22,0.34,2.53,0.057,29,104,0.9959,3.81,0.57,10.3,5,8,7,5,6
7.3,0.18,0.65,4.22,0.046,28,157,0.9946,3.33,0.62,9.4,7,5,5,4,6
6.4,0.17,0.27,9.61,0.036,88,-,0.9948,3.28,0.35,10.2,7,6,6,5,6
6.9,0.29,0.16,8.52,0.034,65,212,0.9955,3.08,0.39,9,6,7,4,7,7
6.2,0.21,0.38,7.10,0.036,64,245,0.9951,3.06,0.36,9.3,4,7,7,6,4
6.4,0.23,0.3,8.77,0.037,63,236,0.9952,3.06,0.34,9.2,6,8,7,9,7
7.3,0.19,0.68,4.36,0.05,31,-,0.9946,3.32,0.64,9.4,7,5,7,6,7
7.3,0.18,0.65,4.03,0.046,-,-,0.9946,3.33,0.62,9.4,7,6,7,5,5
9.6,0.29,0.46,3.47,0.039,77.5,223,0.9944,2.92,0.46,9.5,6,6,5,6,5
7.2,0.14,0.35,1.20,0.036,15,73,0.9938,3.46,0.39,9.9,4,5,4,4,5
6.9,0.31,0.34,11.48,0.059,36,174,0.9963,3.46,0.62,11.1,8,8,7,8,8
7.5,0.28,0.34,8.72,0.028,36,116,0.991,2.99,0.41,12.3,9,9,9,9,9
8,0.22,0.42,17.07,0.044,-,163,1.0003,3.21,0.69,8.6,7,5,9,7,9
7.6,0.31,0.29,10.73,0.04,21,145,0.9966,3.04,0.35,9.4,4,3,4,4,4
8.4,0.35,0.56,15.81,0.048,55,190,0.9993,3.07,0.58,9.4,6,7,7,6,6
8,0.22,0.42,17.36,0.044,45,-,1.0003,3.21,0.69,8.6,7,9,9,8,9
8.1,0.5,0.47,1.48,0.037,23,126,0.9938,3.21,0.42,10.9,4,5,4,2,4
7,0.39,0.31,5.30,0.169,32,-,0.9965,3.2,0.48,9.4,3,5,5,3,3
8.1,0.5,0.47,2.11,0.037,23,126,0.9938,3.21,0.42,10.9,5,5,3,5,5
8.4,0.35,0.56,15.17,0.048,55,-,0.9993,3.07,0.58,9.4,6,6,5,7,6
6.2,0.22,0.27,2.26,0.064,-,132,0.9938,3.22,0.46,9.2,5,7,5,6,7
8,0.22,0.42,17.56,0.044,-,163,1.0003,3.21,0.69,8.6,7,8,9,7,9
7.6,0.31,0.29,10.50,0.04,21,145,0.9966,3.04,0.35,9.4,4,4,4,4,3
7,0.24,0.36,8.12,0.083,10,133,0.9942,3.33,0.37,10.8,7,7,6,5,6
6.6,0.27,0.3,3.81,0.025,-,153,0.9928,3.29,0.62,10.5,6,5,6,6,8
7.8,0.16,0.41,3.55,0.026,29,140,0.991,3.02,0.78,12.5,6,6,6,7,7
7.7,0.27,0.34,5.99,0.028,-,168,0.9911,2.99,0.48,12.1,9,7,7,8,9
7.4,0.31,0.74,14.03,0.039,51,147,0.9977,3.02,0.43,8.7,7,5,4,3,4
8,0.45,0.36,12.92,0.026,50,151,0.9927,3.07,0.25,12.7,9,9,9,8,9
7.7,0.27,0.34,5.44,0.028,26,168,0.9911,2.99,0.48,12.1,8,7,7,8,8
7.8,0.16,0.41,2.11,0.026,-,140,0.991,3.02,0.78,12.5,5,5,6,7,8
6.6,0.16,0.29,4.69,0.05,40,147,0.9912,3.06,0.44,11.4,7,7,9,8,9
8.3,0.21,0.4,5.23,0.032,35,110,0.9907,3.02,0.6,12.9,8,8,7,8,8
7.2,0.32,0.33,4.25,0.029,29,109,0.9902,3.15,0.51,12.8,7,7,7,9,8
6.6,0.16,0.3,4.28,0.034,15,78,0.992,3.38,0.44,11.2,7,6,6,5,7
8.4,0.16,0.33,2.47,0.033,-,98,0.994,3.14,0.42,9.7,5,7,8,5,6
7.5,0.23,0.32,11.78,0.038,54,191,0.9966,3.04,0.56,9.7,7,6,5,6,6
6.2,0.17,0.3,2.89,0.037,14,79,0.993,3.5,0.54,10.3,6,8,4,6,7
6.9,0.39,0.22,4.30,0.03,10,102,0.993,3,0.87,11.6,1,3,3,1,2
6.9,0.41,0.22,4.20,0.031,10,102,0.993,3,0.86,11.6,1,2,2,1,1
7.5,0.23,0.32,12.03,0.038,-,-,0.9966,3.04,0.56,9.7,7,7,7,5,6
7.5,0.38,0.33,5.00,0.045,30,131,0.9942,3.32,0.44,10.9,4,5,7,8,7
7.3,0.42,0.38,10.10,0.045,29,122,0.9925,3.19,0.37,12.6,8,8,9,7,7
7.3,0.34,0.39,7.86,0.04,45,163,0.9925,3.3,0.47,12.4,7,7,4,5,6
7.8,0.23,0.28,4.75,0.042,45,166,0.9928,2.96,0.4,11.5,3,5,5,4,5
9,0.245,0.38,7.94,0.045,-,159,0.995,2.93,0.35,10.2,6,8,8,6,7
6.9,0.2,0.4,8.30,0.032,51,-,0.9939,3.22,0.27,11.4,5,4,3,4,2
7.4,0.19,0.42,8.05,0.067,39,212,0.9958,3.3,0.33,9.6,6,6,6,7,5
8.2,0.2,0.36,11.07,0.035,60,163,0.9952,3.05,0.3,10.3,7,5,6,5,6
8,0.59,0.71,18.42,0.038,61,228,1,2.95,0.75,9.3,5,6,3,3,4
7.9,0.14,0.45,6.32,0.05,-,114,0.9948,3.33,0.49,10.7,9,8,9,9,7
6.8,0.24,0.4,6.21,0.047,34,105,0.99,3.13,0.49,12.8,9,9,9,8,9
9.7,0.14,0.59,1.50,0.049,23,142,0.9958,2.98,0.62,9.5,4,2,4,5,5
9.2,0.15,0.68,3.38,0.046,-,130,0.9948,3.02,0.45,10.4,6,6,6,7,7
9.4,0.17,0.55,2.41,0.049,14,94,0.9949,3.02,0.61,10.3,5,7,8,6,5
5.2,0.365,0.08,13.50,0.041,37,142,0.997,3.46,0.39,9.9,4,6,4,5,7
6.3,0.23,0.22,4.22,0.039,37,116,0.9927,3.23,0.5,10.7,5,5,5,7,6
9.6,0.25,0.54,3.02,0.04,16,-,0.9938,2.94,0.43,10.5,6,2,5,3,4
9.2,0.32,0.42,1.30,0.046,14,186,0.9949,3.08,0.48,9.6,2,2,4,3,5
6.4,0.31,0.4,6.66,0.04,46,169,0.9953,3.15,0.46,9.3,5,7,6,4,5
8.1,0.2,0.36,9.70,0.044,63,162,0.997,3.1,0.46,10,4,7,5,4,7
7.9,0.255,0.26,2.00,0.026,40,190,0.9932,3.04,0.39,11.2,4,6,6,5,6
7,0.15,0.34,1.40,0.039,-,177,0.9927,3.32,0.62,10.8,4,4,4,3,5
6.4,0.15,0.31,3.35,0.044,25,-,0.9932,3.54,0.51,10.3,6,4,6,7,5
6.4,0.25,0.53,7.91,0.038,59,234,0.9955,3.03,0.42,8.8,5,5,4,5,4
7.6,0.19,0.42,3.02,0.044,6,114,0.9914,3.04,0.74,12.8,6,8,6,5,7
7.3,0.43,0.37,7.07,0.028,17,-,0.991,3.23,0.43,13.2,7,5,5,7,5
5.1,0.31,0.3,2.97,0.037,28,152,0.992,3.54,0.56,10.1,6,6,7,8,5
6.2,0.2,0.26,2.34,0.093,40,-,0.9924,3.44,0.66,11,5,5,3,5,5
6.9,0.16,0.35,4.25,0.043,21,182,0.9927,3.25,0.62,10.8,7,7,6,6,7
7.7,0.32,0.48,6.01,0.04,28,114,0.9911,3.2,0.52,12.8,8,9,7,7,8
6.5,0.22,0.72,8.63,0.042,-,-,0.9958,3.12,0.36,9.2,6,8,7,7,6
6.8,0.26,0.33,2.72,0.047,-,-,0.9928,3.12,0.44,10.5,5,6,7,4,5
5.2,0.37,0.33,3.38,0.028,13,81,0.9902,3.37,0.38,11.7,6,4,6,6,6
8.4,0.19,0.43,3.30,0.052,20,104,0.994,2.85,0.46,9.5,5,4,5,3,5
8.3,0.21,0.41,2.20,0.05,24,108,0.994,2.85,0.45,9.5,4,5,5,4,3
6.8,0.15,0.32,10.14,0.058,24,-,0.9972,3.4,0.4,8.8,6,6,5,4,6
7.9,0.16,0.64,20.34,0.05,-,210,1.0004,3.15,0.51,9.3,8,8,7,7,8
7.8,0.21,0.39,8.72,0.034,62,180,0.991,3.09,0.75,12.6,9,9,9,9,9
9,0.24,0.5,4.37,0.048,-,107,0.9918,3.21,0.34,12.4,7,8,5,7,7
5.7,0.21,0.24,4.45,0.047,-,-,0.995,3.65,0.72,10.1,6,6,7,7,6
7.8,0.29,0.36,12.73,0.042,38,161,0.9941,3.26,0.37,11.2,9,9,9,9,9
6.7,0.18,0.3,6.40,0.048,-,251,0.9956,3.29,0.52,10,3,5,4,4,3
6.7,0.18,0.3,6.40,0.048,40,-,0.9956,3.29,0.52,10,4,3,4,3,6
8.4,0.58,0.27,14.71,0.033,37,116,0.9959,2.99,0.39,10.8,7,5,7,7,7
7.2,0.16,0.32,3.47,0.04,50,121,0.9922,3.27,0.33,10,7,7,7,7,6
7.6,0.54,0.23,2.00,0.029,-,-,0.9931,3.04,0.33,10.4,3,3,5,3,5
8.4,0.58,0.27,13.55,0.033,-,116,0.9959,2.99,0.39,10.8,6,8,5,6,5
6.6,0.25,0.31,15.66,0.059,-,181,0.9984,3.51,0.47,9.8,7,4,6,8,6
7.3,0.23,0.37,5.70,0.041,51,-,0.9908,3.26,0.4,12.2,8,9,9,8,9
7.3,0.39,0.37,8.48,0.043,36,113,0.991,3.39,0.48,12.7,9,9,9,9,9
7,0.46,0.39,11.76,0.039,46,-,0.9928,3.21,0.35,12.2,9,8,9,8,9
8.2,0.35,0.4,9.35,0.039,35,162,0.9936,3.15,0.34,11.9,7,9,7,9,7
7.8,0.29,0.36,11.84,0.042,38,161,0.9941,3.26,0.37,11.2,9,9,9,9,9
9.2,0.35,0.39,1.11,0.042,15,-,0.9924,2.96,0.28,10.4,4,1,1,2,2
8,0.57,0.39,5.72,0.034,22,122,0.9917,3.29,0.67,12.8,6,8,8,7,8
6.5,0.37,0.33,8.44,0.027,-,130,0.9906,3.28,0.39,12.7,9,8,9,7,8
5.7,0.21,0.24,2.30,0.047,60,189,0.995,3.65,0.72,10.1,4,4,6,6,7
6.7,0.18,0.3,6.81,0.048,40,251,0.9956,3.29,0.52,10,4,5,3,4,3
7.8,0.13,0.3,1.80,0.04,43,179,0.9955,3.43,0.41,9,4,5,5,4,5
7.6,0.19,0.41,1.49,0.04,-,143,0.9907,2.92,0.42,11.4,4,4,5,4,5
7.3,0.22,0.41,17.85,0.05,55,-,1,3.32,0.59,8.9,7,6,6,7,4
6.3,0.29,0.4,6.77,0.039,-,167,0.9953,3.15,0.44,9.3,4,7,6,4,6
6.8,0.35,0.32,8.03,0.048,-,103,0.9911,3.28,0.46,12,9,9,9,9,9
6.5,0.19,0.32,5.40,0.04,31,132,0.9922,3.36,0.54,10.8,8,7,9,8,8
6.2,0.12,0.26,8.40,0.044,56,158,0.9951,3.52,0.37,10.5,7,6,7,6,6
6,0.13,0.28,10.18,0.038,56,189.5,0.9948,3.59,0.43,10.6,9,9,8,7,8
6.4,0.25,0.33,5.85,0.04,42,115,0.9906,3.19,0.48,11.3,9,8,7,8,8
6.9,0.32,0.16,1.40,0.051,15,96,0.994,3.22,0.38,9.5,1,3,3,1,3
7.6,0.19,0.41,2.99,0.04,-,143,0.9907,2.92,0.42,11.4,6,4,7,4,4
